atletas.rodada_id,atletas.slug,atletas.clube.id.full.name,atletas.atleta_id,atletas.media_num,atletas.posicao_id,atletas.pontos_num,atletas.variacao_num,atletas.clube_id,atletas.apelido,atletas.nome,atletas.preco_num,atletas.status_id,atletas.apelido_abreviado,atletas.foto,atletas.jogos_num,atletas.entrou_em_campo
1,ramon-sosa,PAL,112863,0,5,0,0,275,Ramón Sosa,Ramón Sosa Acosta,7,7,R. Sosa,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,0,False
1,lucas-barbosa,RBB,112886,0,5,0,0,280,Lucas Barbosa,Lucas Henrique Barbosa,8,7,L. Barbosa,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,0,False
1,freytes,FLU,113034,0,3,0,0,266,Freytes,Juan Pablo Freytes,5,7,Freytes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,0,False
1,flaco-lopez,PAL,113103,0,5,0,0,275,Flaco López,José Manuel Alberto López,16,7,F. López,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,0,False
1,benavidez,CAP,113113,0,2,0,0,293,Benavídez,Gastón Américo Benavídez,4,7,Benavídez,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,0,False
1,picco,REM,113125,0,4,0,0,364,Picco,Leonel Marcelo Picco,5,6,Picco,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,0,False
1,nathan-mendes,VIT,113157,0,2,0,0,287,Nathan Mendes,Nathan Gabriel de Souza Mendes,4,6,N. Mendes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,0,False
1,marquinhos,CRU,113158,0,5,0,0,283,Marquinhos,Marcus Vinícius Oliveira Alencar,4,6,Marquinhos,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,0,False
1,pablo-maia,SAO,113359,0,4,0,0,276,Pablo Maia,Pablo Gonçalves Maia Fortunato,7,6,P. Maia,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,0,False
1,cristian-olivera,BAH,113397,0,5,0,0,265,Cristian Olivera,Cristian Gonzalo Olivera Ibarra,6,6,C. Olivera,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,0,False
1,diogenes,SAN,113690,0,1,0,0,277,Diógenes,Diógenes Vinícius da Silva,2,6,Diógenes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,0,False
1,minda,CAM,114040,0,5,0,0,282,Minda,Alan Steve Minda García,9,6,Minda,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,0,False
1,cufre,REM,114308,0,2,0,0,364,Cufré,Braian Ezequiel Cufré,4,6,Cufré,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,0,False
1,sinisterra,CRU,114405,0,5,0,0,283,Sinisterra,Luis Fernando Sinisterra Lucumí,6,6,Sinisterra,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,0,False
1,vitor-roque,PAL,114802,0,5,0,0,275,Vitor Roque,Vitor Hugo Roque Ferreira,21,6,V. Roque,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,0,False
1,miguelito,SAN,115025,0,4,0,0,277,Miguelito,Miguel Àngel Terceros,4,7,Miguelito,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,0,False
1,matheus-franca,VAS,115100,0,4,0,0,267,Matheus França,Matheus França de Oliveira,4,6,M. França,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,0,False
1,lucas-freitas,VAS,115141,0,3,0,0,267,Lucas Freitas,Lucas de Freitas Molarinho Chagas,4,6,L. Freitas,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,0,False
1,jhon-jhon,RBB,115248,0,4,0,0,280,Jhon Jhon,Jhonatan dos Santos Rosa,14,6,J. Jhon,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,0,False
1,renan-viana,CAP,115266,0,5,0,0,293,Renan Viana,Renan Rodrigues Fonseca Viana,2,6,R. Viana,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,0,False
1,habraao,CAP,115270,0,3,0,0,293,Habraão,Habraão Lincon do Nascimento Saraiva,3,6,Habraão,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,0,False
1,paulo-pezzolano,INT,115479,0,6,0,0,285,Paulo Pezzolano,Paulo César Pezzolano Suárez,6,7,P. Pezzolano,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,0,False
1,rodriguinho,CRU,115563,0,4,0,0,283,Rodriguinho,Rodrigo Henrique Santos de Souza,3,6,Rodriguinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,0,False
1,gabriel-delfim,CAM,115674,0,1,0,0,282,Gabriel Delfim,Gabriel Delfim Ferreira,2,6,G. Delfim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,0,False
1,benassi,CFC,115840,0,1,0,0,294,Benassi,João Victor Silva Benassi,1,6,Benassi,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,0,False
1,evertton-araujo,FLA,115914,0,4,0,0,262,Evertton Araújo,Everton Gustavo Fernandes Araújo,4,7,E. Araújo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,0,False
1,lele,FLU,115915,0,5,0,0,266,Lelê,Leanderson da Silva Genésio,3,6,Lelê,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,0,False
1,denilson,MIR,115986,0,4,0,0,2305,Denilson,Denilson Alves Borges,5,6,Denilson,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,0,False
1,victor-hugo,CAM,116034,0,4,0,0,282,Victor Hugo,Victor Hugo Gomes Silva,4,7,V. Hugo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,0,False
1,rubens,CHA,116066,0,5,0,0,315,Rubens,Rubens Tadeu Hartmann Ricoldi,2,6,Rubens,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,0,False
1,thiago-beltrame,GRE,116067,0,1,0,0,284,Thiago Beltrame,Thiago Beltrame Stallbaum,2,6,T. Beltrame,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,0,False
1,hercules,FLU,116447,0,4,0,0,266,Hércules,Hércules Pereira do Nascimento,7,6,Hércules,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,0,False
1,jamerson,VIT,116461,0,2,0,0,287,Jamerson,Jamerson Santos de Jesus,4,6,Jamerson,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,0,False
1,andres-gomez,VAS,116706,0,5,0,0,267,Andrés Gómez,Carlos Andrés Gómez Hinestroza,9,7,A. Gómez,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,0,False
1,robert-renan,VAS,117330,0,3,0,0,267,Robert Renan,Robert Renan Alves Barbosa,8,7,R. Renan,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,0,False
1,yago-ferreira,REM,117338,0,4,0,0,364,Yago Ferreira,Yago de Paula Ferreira,2,6,Y. Ferreira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,0,False
1,renato-marques,MIR,117403,0,5,0,0,2305,Renato Marques,Renato Marques de Oliveira Júnior,4,7,R. Marques,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,0,False
1,otavio,CRU,117404,0,1,0,0,283,Otávio,Otávio Eleodoro Rezende Costa,2,6,Otávio,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,0,False
1,garro,COR,117632,0,4,0,0,264,Garro,Rodrigo Garro,12,7,Garro,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,0,False
1,young,SAO,117818,0,1,0,0,276,Young,Young Navarro Moraes,3,6,Young,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,0,False
1,vitinho,CRU,117842,0,4,0,0,283,Vitinho,Vitor Hugo Amorim de Assis,2,6,Vitinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,0,False
1,breno-bidon,COR,117910,0,4,0,0,264,Breno Bidon,Breno de Souza Bidon,10,7,B. Bidon,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,0,False
1,lavega,CFC,117930,0,5,0,0,294,Lavega,Joaquín Lavega Colzada,3,7,Lavega,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,0,False
1,martin-anselmi,BOT,117965,0,6,0,0,263,Martín Anselmi,Martín Rodrigo Anselmi,6,7,M. Anselmi,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,0,False
1,iago,FLA,118090,0,3,0,0,262,Iago,Iago Teodoro da Silva Nogueira,2,6,Iago,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,0,False
1,nathan-camargo,RBB,118175,0,4,0,0,280,Nathan Camargo,Nathan Camargo dos Santos,2,6,N. Camargo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,0,False
1,ronald,GRE,118238,0,4,0,0,284,Ronald,Ronald Cardoso Falkoski,3,6,Ronald,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,0,False
1,rodriguinho,RBB,118563,0,4,0,0,280,Rodriguinho,Rodrigo Huendra Almeida Mendonça,4,6,Rodriguinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,0,False
1,saldivia,VAS,118655,0,3,0,0,267,Saldivia,Alan Gabriel Saldivia Vázquez,6,6,Saldivia,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,0,False
1,mateus-carvalho,VAS,118752,0,4,0,0,267,Mateus Carvalho,Mateus Carvalho dos Santos,4,5,M. Carvalho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,0,False
1,alexsander,CAM,118774,0,4,0,0,282,Alexsander,Alexsander Cristhian Gomes da Costa - Christian,8,6,Alexsander,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,0,False
1,lautaro-diaz,SAN,118775,0,5,0,0,277,Lautaro Díaz,Lautaro Ariel Díaz,6,7,L. Díaz,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,0,False
1,leo-derik,CAP,120433,0,2,0,0,293,Léo Derik,Leonardo Derik Dias Gonçalves,2,7,L. Derik,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,0,False
1,andre,GRE,121792,0,5,0,0,284,André,André Henrique da Silva Martins,4,6,André,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,0,False
1,kayke,COR,121824,0,5,0,0,264,Kayke,Kayke Ferrari Guimarães,4,6,Kayke,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,0,False
1,gustavo-talles,CHA,121870,0,2,0,0,315,Gustavo Talles,Gustavo Talles da Silva,2,6,G. Talles,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,0,False
1,fernando,CRU,122127,0,5,0,0,283,Fernando,Luis Fernando Santos Oliveira,1,6,Fernando,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,0,False
1,joao-vitor,CHA,122138,0,4,0,0,315,João Vitor,João Vitor de Souza Martins,3,6,J. Vitor,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,0,False
1,batata,CAP,122316,0,2,0,0,293,Batata,João Vitor Vigolo Gomes,1,6,Batata,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,0,False
1,dyogo-alves,FLA,122318,0,1,0,0,262,Dyogo Alves,Francisco Dyogo Bento Alves,3,6,D. Alves,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,0,False
1,daniel-sales,FLA,122320,0,2,0,0,262,Daniel Sales,Daniel dos Santos Salles,2,6,D. Sales,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,0,False
1,gustavinho,RBB,122394,0,4,0,0,280,Gustavinho,Gustavo Ribeiro Neves,4,7,Gustavinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,0,False
1,ryan,COR,122396,0,4,0,0,264,Ryan,Ryan Gustavo de Lima,3,6,Ryan,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,0,False
1,isaac,CAP,122439,0,5,0,0,293,Isaac,Isaac Rodrigues de Lima,2,6,Isaac,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,0,False
1,kayky-almeida,REM,122441,0,3,0,0,364,Kayky Almeida,Kayky Henrique Almeida Brandão da Silva,2,7,K. Almeida,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,0,False
1,barros,VAS,122485,0,4,0,0,267,Barros,Cauan Lucas Barros da Luz,5,7,Barros,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,0,False
1,gb,VAS,122487,0,5,0,0,267,GB,Gabriel Souza da Silva,4,2,GB,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,0,False
1,freitas,REM,122554,0,4,0,0,364,Freitas,Francisco José Freire de Freitas,1,6,Freitas,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,0,False
1,wallace-yan,FLA,122573,0,5,0,0,262,Wallace Yan,Wallace Yan de Souza Barreto,5,6,W. Yan,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,0,False
1,japa,CRU,122660,0,4,0,0,283,Japa,João Wellington Gadelha Melo de Oliveira,3,6,Japa,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,0,False
1,lucas-cunha,RBB,122755,0,3,0,0,280,Lucas Cunha,Lucas de Souza Cunha,3,6,L. Cunha,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,0,False
1,caballero,SAN,122781,0,5,0,0,277,Caballero,Gustavo Rubén Caballero González,4,7,Caballero,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,0,False
1,guzman-rodriguez,RBB,122897,0,3,0,0,280,Guzmán Rodríguez,Guzmán Rodríguez Ferrari,6,6,G. Rodríguez,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,0,False
1,patrick,CAM,122990,0,4,0,0,282,Patrick,Patrick Roberto da Silva Campos,4,6,Patrick,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,0,False
1,victor-nascimento,BAH,122994,0,1,0,0,265,Victor Nascimento,Victor dos Santos Nascimento,1,6,V. Nascimento,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,0,False
1,leozinho,CAP,123101,0,5,0,0,293,Leozinho,Leonardo Caetano Silva,3,6,Leozinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,0,False
1,cadu,CAM,123359,0,5,0,0,282,Cadu,Carlos Eduardo Amaral Pereira de Castro,3,6,Cadu,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,0,False
1,cauly,BAH,123360,0,4,0,0,265,Cauly,Cauly Oliveira Souza,6,6,Cauly,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,0,False
1,italo,CHA,123625,0,5,0,0,315,Ítalo,Italo de Vargas da Rosa,2,7,Ítalo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,0,False
1,lucas-ronier,CFC,123648,0,5,0,0,294,Lucas Ronier,Lucas Ronier Vieira Pires,4,7,L. Ronier,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,0,False
1,janderson,CRU,123649,0,3,0,0,283,Janderson,José Janderson da Silva Marques,1,6,Janderson,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,0,False
1,milans,COR,123689,0,2,0,0,264,Milans,Pedro Milans Carámbula,6,6,Milans,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,0,False
1,ze-guilherme,BAH,123717,0,2,0,0,265,Zé Guilherme,José Guilherme de Lima Costa,3,6,Z. Guilherme,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,0,False
1,alan-rodriguez,INT,123744,0,4,0,0,285,Alan Rodríguez,Alan Jesús Rodríguez Guaglianoni,6,5,A. Rodríguez,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,0,False
1,lezcano,FLU,123788,0,4,0,0,266,Lezcano,Rubén Darío Lezcano Portillo,4,6,Lezcano,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,0,False
1,aguirre,CAP,123869,0,3,0,0,293,Aguirre,Juan Felipe Aguirre Tabares,4,7,Aguirre,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,0,False
1,henry-mosquera,RBB,124239,0,5,0,0,280,Henry Mosquera,Henry David Mosquera Sánchez,4,7,H. Mosquera,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,0,False
1,allex,INT,124270,0,4,0,0,285,Allex,Allex Rodrigues Pereira da Silva,1,6,Allex,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,0,False
1,gustavo-prado,INT,124271,0,4,0,0,285,Gustavo Prado,Gustavo Prado Alves,4,6,G. Prado,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,0,False
1,joao-almeida,CFC,124358,0,2,0,0,294,João Almeida,João Vitor da Silva Almeida,1,6,J. Almeida,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,0,False
1,mateo-ponte,BOT,124481,0,2,0,0,263,Mateo Ponte,Mateo Ponte Costa,5,6,M. Ponte,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,0,False
1,giay,PAL,124526,0,2,0,0,275,Giay,Agustín Giay,7,6,Giay,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,0,False
1,ivan-roman,CAM,124661,0,3,0,0,282,Iván Román,Ivan Ramiro Román Hurtado,5,5,I. Román,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,0,False
1,felipe-negrucci,SAO,124674,0,4,0,0,276,Felipe Negrucci,Felipe Negrucci Berdague,2,6,F. Negrucci,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,0,False
1,nathan-fernandes,BOT,124757,0,5,0,0,263,Nathan Fernandes,Nathan Ribeiro Fernandes,5,6,N. Fernandes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,0,False
1,gustavo-henrique,RBB,124758,0,3,0,0,280,Gustavo Henrique,Gustavo Henrique da Silva,3,6,G. Henrique,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,0,False
1,ruan-assis,CFC,124834,0,5,0,0,294,Ruan Assis,Ruan Lucas de Assis,1,6,R. Assis,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,0,False
1,jonathan-jesus,CRU,124912,0,3,0,0,283,Jonathan Jesus,Jonathan de Jesus Alves,6,2,J. Jesus,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,0,False
1,viery,GRE,125467,0,3,0,0,284,Viery,Viery Fernandes Santos Lopes,3,6,Viery,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,0,False
1,joao-pedro,COR,125488,0,3,0,0,264,João Pedro,João Pedro de Sousa Rodrigues - Tchoca,5,6,J. Pedro,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,0,False
1,jean-gabriel,CFC,125551,0,4,0,0,294,Jean Gabriel,Jean Gabriel Silveira,2,6,J. Gabriel,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,0,False
1,dudu,CAP,125746,0,4,0,0,293,Dudu,Eduardo Kogitzki Anastacio,1,6,Dudu,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,0,False
1,pedro-morisco,CFC,125803,0,1,0,0,294,Pedro Morisco,Pedro Luccas Morisco da Silva,6,7,P. Morisco,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,0,False
1,zapelli,CAP,125926,0,4,0,0,293,Zapelli,Bruno Zapelli,6,7,Zapelli,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,0,False
1,ythallo,BOT,126013,0,3,0,0,263,Ythallo,Ythallo Rycklem Rodrigues de Oliveira - Ryckelm,4,6,Ythallo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,0,False
1,marcelinho,RBB,126120,0,4,0,0,280,Marcelinho,Marcelo Braz da Silva,1,6,Marcelinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,0,False
1,paulinho,INT,126182,0,4,0,0,285,Paulinho,Paulo Lucas Santos de Paula,5,6,Paulinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,0,False
1,barreal,SAN,126471,0,4,0,0,277,Barreal,Álvaro Martín Barreal,12,6,Barreal,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,0,False
